Player,Injury,Start Date,Return Date,Days Missed,Injury Category,Refined Injury Category
Austin Rivers,sprained right thumb,2020-01-18,2020-01-22,4,Unknown,Unknown
Austin Rivers,sore right groin,2020-12-22,2020-12-31,9,Groin,Groin
Austin Rivers,placed on IL,2018-12-16,2018-12-25,9,Unknown,Unknown
Austin Rivers,illness,2021-02-21,2021-02-24,3,Unknown,General Ailments
Austin Rivers,placed on IL,2015-12-25,2015-12-26,1,Unknown,Unknown
Austin Rivers,sore right Achilles,2021-01-21,2021-01-24,3,Ankle,Ankle
Austin Rivers,right hip flexor injury,2022-02-08,2022-02-11,3,Hip,Unknown
Avery Bradley,sore/strained right Achilles,2017-01-21,2017-02-27,37,Ankle,Ankle
Avery Bradley,hamstring injury / rest,2017-03-05,2017-03-06,1,Hamstring,Soft Tissue Injury
Avery Bradley,right knee injury,2022-02-15,2022-03-03,16,Knee,Knee
Avery Bradley,sore right ankle,2014-02-19,2014-03-09,18,Ankle,Ankle
Avery Bradley,sore right groin/hamstring,2018-01-30,2018-02-03,4,Hamstring,Groin
Avery Bradley,strained adductor in right groin,2017-12-26,2018-01-03,8,Groin,Groin
Avery Bradley,Achilles injury / sprained ankle / illness,2017-01-07,2017-01-16,9,Ankle,Ankle
Avery Bradley,placed on IL,2014-01-24,2014-01-31,7,Unknown,Unknown
Avery Bradley,flu,2014-12-12,2014-12-15,3,Unknown,General Ailments
Avery Bradley,strained left elbow,2015-03-06,2015-03-11,5,Elbow,Elbow
Avery Bradley,sore left hip,2016-01-04,2016-01-10,6,Hip,Unknown
Avery Bradley,leg injury,2015-11-11,2015-11-13,2,Unknown,Unknown
Avery Bradley,sprained left ankle,2018-11-05,2018-11-19,14,Ankle,Ankle
Avery Bradley,quadriceps injury,2015-04-15,2015-04-19,4,Unknown,Unknown
Avery Bradley,bruised right knee,2021-02-24,2021-03-29,33,Knee,Knee
Avery Bradley,gastroenteritis,2017-03-31,2017-04-05,5,Unknown,Unknown
Avery Bradley,right leg injury,2019-11-15,2019-12-11,26,Unknown,Unknown
Axel Toupane,placed on IL,2017-02-26,2017-02-27,1,Unknown,Unknown
Axel Toupane,strained right oblique muscle,2021-04-27,2021-05-22,25,Unknown,Unknown
Ayo Dosunmu,concussion,2022-02-08,2022-02-11,3,Head,Head
Ben Gordon,placed on IL,2015-01-25,2015-01-29,4,Unknown,Unknown
Ben McLemore,placed on IL  surgery on right foot to repair fracture,2017-10-17,2017-11-11,25,Foot,Bone Fracture
Ben McLemore,placed on IL for quadriceps injury / rest,2016-12-14,2016-12-16,2,Unknown,Unknown
Ben Moore,placed on IL,2018-01-14,2018-01-24,10,Unknown,Unknown
Ben Moore,placed on IL,2018-01-29,2018-02-05,7,Unknown,Unknown
Ben Simmons,strained left calf,2022-11-30,2022-12-09,9,Calf,Soft Tissue Injury
Ben Simmons,placed on IL,2022-12-10,2022-12-12,2,Unknown,Unknown
Ben Simmons,gastroenteritis,2019-03-25,2019-03-28,3,Unknown,Unknown
Ben Simmons,sore left knee,2023-01-27,2023-02-07,11,Knee,Knee
Ben Simmons,left knee injury,2022-10-31,2022-11-07,7,Knee,Knee
Ben Simmons,back injury,2018-10-23,2018-10-24,1,Back,Back
Ben Simmons,right shoulder injury,2019-11-08,2019-11-12,4,Shoulder,Shoulder
Ben Simmons,dental ailment,2019-04-10,2019-04-12,2,Unknown,General Ailments
Ben Simmons,back injury,2021-05-16,2021-05-23,7,Back,Back
Ben Simmons,tightness in lower back,2020-02-20,2020-02-22,2,Back,Back
Ben Simmons,back injury,2020-02-24,2020-07-31,158,Back,Back
Ben Simmons,sore left knee,2021-01-09,2021-01-12,3,Knee,Knee
Ben Simmons,illness,2021-02-17,2021-02-21,4,Unknown,General Ailments
Ben Simmons,illness,2021-04-19,2021-04-26,7,Unknown,General Ailments
Ben Simmons,back injury,2021-05-08,2021-05-10,2,Back,Back
Ben Simmons,left calf injury,2021-02-04,2021-02-06,2,Calf,Soft Tissue Injury
Bennedict Mathurin,sprained right ankle,2023-03-10,2023-03-20,10,Ankle,Ankle
Beno Udrih,sprained right ankle,2015-04-25,2015-04-27,2,Ankle,Ankle
Beno Udrih,sprained right knee,2017-04-10,2017-04-12,2,Knee,Knee
Bismack Biyombo,sprained left knee,2019-03-08,2019-03-09,1,Knee,Knee
Bismack Biyombo,placed on IL,2019-02-14,2019-02-22,8,Unknown,Unknown
Bismack Biyombo,placed on IL,2018-12-14,2018-12-29,15,Unknown,Unknown
Bismack Biyombo,placed on IL,2018-12-07,2018-12-09,2,Unknown,Unknown
Bismack Biyombo,placed on IL,2018-11-26,2018-12-02,6,Unknown,Unknown
Bismack Biyombo,bone bruise in right knee,2015-02-05,2015-03-01,24,Knee,Knee
Blake Griffin,left knee injury,2021-01-23,2021-01-25,2,Knee,Knee
Blake Griffin,sore left knee,2019-04-10,2019-04-20,10,Knee,Knee
Blake Griffin,placed on IL  surgery on right elbow to remove staph infection,2015-02-25,2015-03-15,18,Elbow,Elbow
Blake Griffin,placed on IL,2016-03-28,2016-04-03,6,Unknown,Unknown
Blake Griffin,arthroscopic surgery on right knee,2016-12-20,2017-01-24,35,Knee,Knee
Blake Griffin,sprained MCL in left knee,2017-11-30,2017-12-29,29,Knee,Knee
Blake Griffin,concussion,2018-01-08,2018-01-11,3,Head,Head
Blake Griffin,placed on IL,2019-01-10,2019-01-12,2,Unknown,Unknown
Blake Griffin,placed on IL,2019-03-18,2019-03-21,3,Unknown,Unknown
Blake Griffin,sore left knee,2019-04-01,2019-04-05,4,Knee,Knee
Blake Griffin,left hamstring injury,2019-10-23,2019-11-11,19,Hamstring,Soft Tissue Injury
Blake Griffin,torn left quadriceps tendon,2015-12-26,2016-03-27,92,Unknown,Unknown
Blake Griffin,left hamstring injury,2019-11-23,2019-11-25,2,Hamstring,Soft Tissue Injury
Blake Griffin,left knee injury,2020-12-27,2020-12-29,2,Knee,Knee
Blake Griffin,concussion,2020-12-31,2021-01-03,3,Head,Head
Blake Griffin,placed on IL,2021-01-04,2021-01-06,2,Unknown,Unknown
Blake Griffin,left knee injury,2021-01-27,2021-01-28,1,Knee,Knee
Blake Griffin,left knee injury,2021-02-14,2021-03-05,19,Knee,Knee
Blake Griffin,left knee injury,2021-03-10,2021-03-21,11,Knee,Knee
Blake Griffin,left knee injury,2021-04-01,2021-04-04,3,Knee,Knee
Blake Griffin,left knee injury,2021-04-05,2021-04-07,2,Knee,Knee
Blake Griffin,sore left knee,2019-12-20,2019-12-23,3,Knee,Knee
Blake Wesley,left knee injury,2022-11-01,2022-12-22,51,Knee,Knee
Boban Marjanovic,placed on IL,2015-12-09,2015-12-11,2,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-10-28,2015-11-02,5,Unknown,Unknown
Boban Marjanovic,placed on IL,2017-10-25,2017-10-28,3,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-11-18,2015-11-23,5,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-11-11,2015-11-14,3,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-11-25,2015-11-27,2,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-12-12,2015-12-16,4,Unknown,Unknown
Boban Marjanovic,placed on IL,2016-03-21,2016-03-23,2,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-11-30,2015-12-03,3,Unknown,Unknown
Boban Marjanovic,placed on IL,2015-12-05,2015-12-07,2,Unknown,Unknown
Boban Marjanovic,placed on IL,2016-12-26,2016-12-28,2,Unknown,Unknown
Boban Marjanovic,placed on IL,2017-10-20,2017-10-21,1,Unknown,Unknown
Boban Marjanovic,placed on IL,2016-04-07,2016-04-08,1,Unknown,Unknown
Boban Marjanovic,right knee injury,2019-02-28,2019-03-12,12,Knee,Knee
Bobby Brown,placed on IL,2016-11-27,2016-11-29,2,Unknown,Unknown
Bobby Brown,placed on IL,2016-12-16,2016-12-27,11,Unknown,Unknown
Bobby Brown,placed on IL,2017-01-05,2017-01-08,3,Unknown,Unknown
Bobby Portis,strained left hamstring,2021-10-18,2021-10-27,9,Hamstring,Soft Tissue Injury
Bobby Portis,sprained right knee,2023-01-23,2023-02-23,31,Knee,Knee
Bobby Portis,placed on IL,2021-10-30,2021-10-31,1,Unknown,Unknown
Bogdan Bogdanovic,sprained right ankle,2017-10-18,2017-10-26,8,Ankle,Ankle
Bogdan Bogdanovic,left hamstring injury,2018-03-19,2018-03-22,3,Hamstring,Soft Tissue Injury
Bogdan Bogdanovic,bruised right knee,2019-12-04,2019-12-06,2,Knee,Knee
Bogdan Bogdanovic,sore right ankle,2019-12-20,2019-12-26,6,Ankle,Ankle
Bogdan Bogdanovic,sore right ankle,2020-01-04,2020-01-18,14,Ankle,Ankle
Bogdan Bogdanovic,sprained right knee,2021-01-10,2021-03-02,51,Knee,Knee
Bogdan Bogdanovic,left hamstring injury,2021-05-16,2021-05-23,7,Hamstring,Soft Tissue Injury
Bogdan Bogdanovic,back injury,2023-03-11,2023-03-13,2,Back,Back
Bogdan Bogdanovic,sore right knee,2022-01-15,2022-01-26,11,Knee,Knee
Bogdan Bogdanovic,sprained right ankle,2021-11-28,2021-12-22,24,Ankle,Ankle
Bojan Bogdanovic,strained left calf,2022-03-14,2022-03-31,17,Calf,Soft Tissue Injury
Bojan Bogdanovic,right leg injury,2022-03-10,2022-03-12,2,Unknown,Unknown
Bojan Bogdanovic,finger injury,2022-01-24,2022-01-25,1,Hand/Finger,Hand/Finger
Bojan Bogdanovic,sore Achilles,2023-02-27,2023-03-01,2,Ankle,Ankle
Bojan Bogdanovic,sore right knee,2022-11-27,2022-11-29,2,Knee,Knee
Bojan Bogdanovic,illness,2023-01-15,2023-01-19,4,Unknown,General Ailments
Bojan Bogdanovic,right calf injury,2023-01-10,2023-01-11,1,Calf,Soft Tissue Injury
Bojan Bogdanovic,back injury,2017-03-25,2017-03-28,3,Back,Back
Bojan Bogdanovic,sprained left ankle,2018-01-06,2018-01-08,2,Ankle,Ankle
Bojan Bogdanovic,sprained left ankle,2019-10-25,2019-10-26,1,Ankle,Ankle
Bojan Bogdanovic,left calf injury,2022-04-10,2022-04-15,5,Calf,Soft Tissue Injury
Bojan Bogdanovic,finger injury,2022-01-06,2022-01-08,2,Hand/Finger,Hand/Finger
Bojan Bogdanovic,placed on IL for rest,2018-04-10,2018-04-15,5,Unknown,Unknown
Bol Bol,left foot injury,2019-10-23,2020-07-31,282,Foot,Unknown
Boris Diaw,strep throat,2014-01-04,2014-01-07,3,Unknown,Unknown
Boris Diaw,placed on IL for rest,2016-03-25,2016-03-26,1,Unknown,Unknown
Boris Diaw,sore right adductor,2016-04-05,2016-04-13,8,Unknown,Unknown
Boris Diaw,bruised right leg,2016-11-06,2016-11-14,8,Unknown,Unknown
Bradley Beal,left hamstring injury,2023-01-18,2023-01-18,0,Hamstring,Soft Tissue Injury
Bradley Beal,left hamstring injury,2022-12-28,2023-01-03,6,Hamstring,Soft Tissue Injury
Bradley Beal,strained right hamstring,2022-12-10,2022-12-18,8,Hamstring,Soft Tissue Injury
Bradley Beal,bruised right thigh,2022-11-23,2022-11-25,2,Unknown,Unknown
Bradley Beal,strained left hamstring,2021-05-09,2021-05-16,7,Hamstring,Soft Tissue Injury
Bradley Beal,bruised right hip,2021-03-29,2021-04-07,9,Hip,Unknown
Bradley Beal,right leg injury,2019-12-28,2020-01-01,4,Unknown,Unknown
Bradley Beal,placed on IL for rest,2017-04-12,2017-04-16,4,Unknown,Unknown
Bradley Beal,sore right hamstring,2016-11-11,2016-11-12,1,Hamstring,Soft Tissue Injury
Bradley Beal,sprained pelvis,2016-03-17,2016-03-19,2,Unknown,Unknown
Bradley Beal,sprained pelvis,2016-03-08,2016-03-14,6,Unknown,Unknown
Bradley Beal,fractured nose and concussion,2016-01-26,2016-01-28,2,Head,Head
Bradley Beal,placed on IL for rest,2016-01-16,2016-01-18,2,Unknown,Unknown
Bradley Beal,sore right big toe,2015-02-07,2016-01-13,340,Foot,Unknown
Bradley Beal,fractured left wrist,2014-10-29,2014-11-19,21,Wrist,Wrist
Bradley Beal,right leg injury,2020-01-04,2020-01-12,8,Unknown,Unknown
Bradley Beal,back injury,2021-04-10,2021-04-12,2,Back,Back
Brandan Wright,right groin injury,2017-11-20,2017-12-01,11,Groin,Groin
Brandan Wright,illness,2018-01-17,2018-01-19,2,Unknown,General Ailments
Brandan Wright,left quadricep injury,2017-12-27,2017-12-30,3,Unknown,Unknown
Brandan Wright,sore right groin,2017-12-02,2017-12-21,19,Groin,Groin
Brandan Wright,left ankle injury,2016-12-06,2017-01-30,55,Ankle,Ankle
Brandan Wright,sore right knee,2015-12-13,2016-02-19,68,Knee,Knee
Brandan Wright,heel injury,2015-01-25,2015-01-28,3,Unknown,Unknown
Brandan Wright,illness,2018-01-20,2018-01-22,2,Unknown,General Ailments
Brandan Wright,sore left ankle  / knee,2016-10-26,2016-12-05,40,Ankle,Ankle
Brandan Wright,sore right knee,2018-03-06,2018-03-23,17,Knee,Knee
Branden Dawson,placed on IL,2016-04-10,2016-04-13,3,Unknown,Unknown
Branden Dawson,placed on IL,2016-04-17,2016-04-27,10,Unknown,Unknown
Branden Dawson,placed on IL,2016-01-13,2016-04-06,84,Unknown,Unknown
Branden Dawson,placed on IL,2015-10-28,2015-12-25,58,Unknown,Unknown
Brandon Bass,sore foot / ankle injury,2016-01-14,2016-01-17,3,Ankle,Ankle
Brandon Boston Jr. / B.J. Boston Jr.,placed on IL,2021-10-29,2021-11-01,3,Unknown,Unknown
Brandon Boston Jr. / B.J. Boston Jr.,illness,2022-03-25,2022-04-04,10,Unknown,General Ailments
Brandon Boston Jr. / B.J. Boston Jr.,placed on IL,2021-11-26,2021-11-29,3,Unknown,Unknown
Brandon Boston Jr. / B.J. Boston Jr.,tailbone injury,2023-03-08,2023-04-01,24,Unknown,Unknown
Brandon Clarke,right hip injury,2021-04-16,2021-04-19,3,Hip,Unknown
Brandon Clarke,left calf injury,2021-04-06,2021-04-09,3,Calf,Soft Tissue Injury
Brandon Clarke,sore back,2022-01-23,2022-01-26,3,Back,Back
Brandon Clarke,right quadricep injury,2020-02-28,2020-07-31,154,Unknown,Unknown
Brandon Clarke,sore left hip,2020-01-31,2020-02-02,2,Hip,Unknown
Brandon Clarke,left oblique injury,2019-12-07,2019-12-11,4,Unknown,Unknown
Brandon Clarke,back injury,2019-11-09,2019-11-11,2,Back,Back
Brandon Clarke,sore left hip,2022-03-24,2022-03-28,4,Hip,Unknown
Brandon Clarke,sore left hip,2023-01-03,2023-01-14,11,Hip,Unknown
Brandon Clarke,sore right knee,2021-12-04,2021-12-26,22,Knee,Knee
Brandon Clarke,right calf injury,2021-02-20,2021-02-21,1,Calf,Soft Tissue Injury
Brandon Davies,fractured right pinky finger,2014-02-09,2014-03-15,34,Hand/Finger,Hand/Finger
Brandon Goodwin,illness,2021-03-20,2021-03-21,1,Unknown,General Ailments
Brandon Ingram,sprained left ankle,2018-12-07,2018-12-21,14,Ankle,Ankle
Brandon Ingram,patellar tendinitis in knee,2017-03-26,2017-04-01,6,Knee,Knee
Brandon Ingram,tendinitis in left quadriceps,2017-12-23,2017-12-27,4,Unknown,Unknown
Brandon Ingram,strained left hip flexor,2018-03-03,2018-03-28,25,Hip,Unknown
Brandon Ingram,right toe inflammation,2021-04-01,2021-04-09,8,Foot,Unknown
Brandon Ingram,sore left Achilles,2021-12-28,2022-01-03,6,Ankle,Ankle
Brandon Ingram,bruised right hip,2021-10-30,2021-11-13,14,Hip,Unknown
Brandon Ingram,right hamstring injury,2022-03-08,2022-03-27,19,Hamstring,Soft Tissue Injury
Brandon Ingram,right hamstring injury,2022-04-07,2022-04-12,5,Hamstring,Soft Tissue Injury
Brandon Ingram,concussion,2022-10-24,2022-11-04,11,Head,Head
Brandon Ingram,bruised left toe,2022-11-27,2023-01-25,59,Foot,Unknown
Brandon Ingram,sprained right ankle,2023-03-11,2023-03-14,3,Ankle,Ankle
Brandon Ingram,sprained right ankle,2022-01-23,2022-02-01,9,Ankle,Ankle
Brandon Jennings,placed on IL,2018-04-15,2018-04-20,5,Unknown,Unknown
Brandon Jennings,torn left Achilles,2015-10-27,2015-12-22,56,Ankle,Ankle
Brandon Jennings,sore left Achilles,2017-02-15,2017-02-23,8,Ankle,Ankle
Brandon Jennings,placed on IL,2017-03-01,2017-03-03,2,Unknown,Unknown
Brandon Knight,sore left knee,2020-02-07,2020-02-10,3,Knee,Knee
Brandon Knight,sore left knee,2019-01-16,2019-01-21,5,Knee,Knee
Brandon Knight,sore left knee,2020-01-17,2020-02-04,18,Knee,Knee
Brandon Knight,sprained right ankle,2019-11-20,2019-11-22,2,Ankle,Ankle
Brandon Knight,sprained left ankle,2015-03-11,2015-03-25,14,Ankle,Ankle
Brandon Knight,placed on IL,2018-12-29,2018-12-31,2,Unknown,Unknown
Brandon Knight,left knee injury,2018-10-17,2018-12-13,57,Knee,Knee
Brandon Knight,placed on IL,2017-04-05,2017-04-07,2,Unknown,Unknown
Brandon Knight,sprained left ankle,2015-03-30,2015-04-04,5,Ankle,Ankle
Brandon Paul,placed on IL,2017-12-26,2017-12-28,2,Unknown,Unknown
Brandon Paul,placed on IL,2018-01-13,2018-01-15,2,Unknown,Unknown
Brandon Paul,placed on IL,2018-03-03,2018-03-05,2,Unknown,Unknown
Brandon Paul,placed on IL,2018-04-14,2018-04-16,2,Unknown,Unknown
Brandon Rush,placed on IL,2015-03-27,2015-03-28,1,Unknown,Unknown
Brandon Rush,illness,2014-04-04,2014-04-06,2,Unknown,General Ailments
Brandon Rush,stress reaction in back,2014-10-29,2014-11-01,3,Back,Back
Brandon Rush,placed on IL,2015-03-16,2015-03-18,2,Unknown,Unknown
Brandon Rush,placed on IL,2015-04-05,2015-04-07,2,Unknown,Unknown
Brandon Rush,toe injury,2016-11-30,2016-12-06,6,Foot,Unknown
Brandon Rush,placed on IL,2015-11-11,2015-11-14,3,Unknown,Unknown
Brandon Rush,placed on IL,2015-11-20,2015-11-24,4,Unknown,Unknown
Brandon Rush,placed on IL,2016-05-26,2016-06-02,7,Unknown,Unknown
Brandon Rush,placed on IL,2016-11-12,2016-11-13,1,Unknown,Unknown
Brandon Rush,sprained right big toe,2016-11-19,2016-11-21,2,Foot,Unknown
Brandon Rush,placed on IL,2015-05-03,2015-05-11,8,Unknown,Unknown
Brian Bowen II,groin injury,2020-12-23,2021-01-17,25,Groin,Groin
Brian Roberts,sore left hamstring,2016-10-26,2016-10-28,2,Hamstring,Soft Tissue Injury
Briante Weber,placed on IL,2016-04-27,2016-05-09,12,Unknown,Unknown
Briante Weber,placed on IL,2017-10-30,2017-11-22,23,Unknown,Unknown
Briante Weber,placed on IL,2017-12-09,2017-12-22,13,Unknown,Unknown
Brice Johnson,placed on IL,2017-12-20,2018-01-08,19,Unknown,Unknown
Brice Johnson,herniated disc in lower back,2016-10-27,2017-02-23,119,Back,Back
Brice Johnson,placed on IL,2017-11-22,2017-11-30,8,Unknown,Unknown
Brice Johnson,placed on IL,2017-12-06,2017-12-15,9,Unknown,Unknown
Brice Johnson,placed on IL,2018-02-11,2018-02-24,13,Unknown,Unknown
Brodric Thomas,sprained right ankle,2021-01-08,2021-01-19,11,Ankle,Ankle
Brodric Thomas,placed on IL,2021-11-19,2021-11-20,1,Unknown,Unknown
Brodric Thomas,sore lower back,2022-01-02,2022-01-10,8,Back,Back
Brodric Thomas,placed on IL,2021-10-22,2021-11-17,26,Unknown,Unknown
Brodric Thomas,placed on IL,2021-11-22,2021-12-13,21,Unknown,Unknown
Brook Lopez,sore back,2021-10-23,2022-03-13,141,Back,Back
Brook Lopez,back injury,2022-04-01,2022-04-02,1,Back,Back
Brook Lopez,back injury,2022-04-09,2022-04-16,7,Back,Back
Brook Lopez,sore back,2019-11-30,2019-12-04,4,Back,Back
Brook Lopez,sprained right ankle,2017-12-20,2018-01-03,14,Ankle,Ankle
Brook Lopez,placed on IL for rest,2017-01-15,2017-01-17,2,Unknown,Unknown
Brook Lopez,placed on IL for rest,2016-12-20,2016-12-22,2,Unknown,Unknown
Brook Lopez,sore back,2020-02-24,2020-02-25,1,Back,Back
Brook Lopez,sprained right ankle/foot,2014-10-29,2014-11-03,5,Ankle,Ankle
Brook Lopez,strained lower back,2014-12-08,2014-12-23,15,Back,Back
Bruce Brown,sprained right ankle,2022-12-28,2022-12-30,2,Ankle,Ankle
Bruce Brown,sore right knee,2021-04-26,2021-05-01,5,Knee,Knee
Bruce Brown,left hamstring injury,2021-11-21,2021-11-27,6,Hamstring,Soft Tissue Injury
Bruce Brown,sore left knee,2020-03-04,2020-03-06,2,Knee,Knee
Bruce Brown,left knee inflammation,2023-04-08,2023-04-09,1,Knee,Knee
Bruce Brown,illness,2022-04-02,2022-04-04,2,Unknown,General Ailments
Bruce Brown,sprained right ankle,2019-03-10,2019-03-11,1,Ankle,Ankle
Bruce Brown,calf injury,2019-12-23,2019-12-26,3,Calf,Soft Tissue Injury
Bruce Brown,placed on IL,2018-11-07,2018-11-09,2,Unknown,Unknown
Bruce Brown,illness,2020-01-22,2020-01-25,3,Unknown,General Ailments
Bruno Caboclo,placed on IL,2014-12-15,2014-12-21,6,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-11-30,2014-12-02,2,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-11-15,2014-11-21,6,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-11-07,2014-11-11,4,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-12-27,2015-01-10,14,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-10-29,2014-11-05,7,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-11-26,2014-11-28,2,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-02-06,2015-03-13,35,Unknown,Unknown
Bruno Caboclo,sprained right ankle,2020-07-31,2020-08-09,9,Ankle,Ankle
Bruno Caboclo,left knee injury,2020-01-14,2020-02-20,37,Knee,Knee
Bruno Caboclo,placed on IL,2017-11-22,2017-12-29,37,Unknown,Unknown
Bruno Caboclo,placed on IL,2017-11-07,2017-11-17,10,Unknown,Unknown
Bruno Caboclo,placed on IL,2017-11-01,2017-11-03,2,Unknown,Unknown
Bruno Caboclo,placed on IL,2017-10-19,2017-10-23,4,Unknown,Unknown
Bruno Caboclo,placed on IL,2017-04-04,2017-04-12,8,Unknown,Unknown
Bruno Caboclo,placed on IL,2017-01-29,2017-04-02,63,Unknown,Unknown
Bruno Caboclo,placed on IL,2016-11-20,2016-11-28,8,Unknown,Unknown
Bruno Caboclo,placed on IL,2016-03-30,2016-04-08,9,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-01-14,2015-01-30,16,Unknown,Unknown
Bruno Caboclo,placed on IL,2016-02-19,2016-03-17,27,Unknown,Unknown
Bruno Caboclo,placed on IL,2014-12-12,2014-12-14,2,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-03-15,2015-03-22,7,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-03-24,2015-03-25,1,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-10-28,2015-11-10,13,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-11-28,2015-12-02,4,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-12-05,2015-12-07,2,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-12-28,2016-01-01,4,Unknown,Unknown
Bruno Caboclo,placed on IL,2015-12-13,2015-12-20,7,Unknown,Unknown
Bruno Caboclo,placed on IL,2016-01-22,2016-02-08,17,Unknown,Unknown
Bruno Fernando,lower back spasms,2021-12-07,2021-12-18,11,Back,Back
Bruno Fernando,placed on IL,2021-10-30,2021-11-01,2,Unknown,Unknown
Bruno Fernando,strained left calf,2020-01-28,2020-02-05,8,Calf,Soft Tissue Injury
Bryce Cotton,placed on IL,2015-11-29,2015-12-02,3,Unknown,Unknown
Bryce Cotton,placed on IL,2015-12-04,2015-12-09,5,Unknown,Unknown
Bryce Cotton,placed on IL,2015-12-11,2015-12-28,17,Unknown,Unknown
Bryn Forbes,toe injury,2021-03-24,2021-03-26,2,Foot,Unknown
Bryn Forbes,placed on IL,2016-11-09,2016-11-11,2,Unknown,Unknown
Bryn Forbes,placed on IL,2017-02-13,2017-03-08,23,Unknown,Unknown
Bryn Forbes,placed on IL,2017-01-31,2017-02-02,2,Unknown,Unknown
Bryn Forbes,placed on IL,2017-01-19,2017-01-21,2,Unknown,Unknown
Bryn Forbes,placed on IL,2016-12-25,2017-01-14,20,Unknown,Unknown
Bryn Forbes,placed on IL,2016-12-18,2016-12-22,4,Unknown,Unknown
Bryn Forbes,placed on IL,2016-12-08,2016-12-14,6,Unknown,Unknown
Bryn Forbes,placed on IL,2016-12-02,2016-12-06,4,Unknown,Unknown
Bryn Forbes,placed on IL,2016-11-29,2016-11-30,1,Unknown,Unknown
Bryn Forbes,placed on IL,2016-11-23,2016-11-26,3,Unknown,Unknown
Bryn Forbes,placed on IL,2016-11-18,2016-11-21,3,Unknown,Unknown
Bryn Forbes,placed on IL,2016-11-14,2016-11-16,2,Unknown,Unknown
Bryn Forbes,placed on IL,2017-04-20,2017-05-05,15,Unknown,Unknown
Bryn Forbes,placed on IL,2017-02-04,2017-02-10,6,Unknown,Unknown
Buddy Hield,sore/sprained right ankle,2017-11-18,2017-11-22,4,Ankle,Ankle
Buddy Hield,illness,2023-03-27,2023-03-30,3,Unknown,General Ailments
Buddy Hield,illness,2021-04-12,2021-04-14,2,Unknown,General Ailments
Byron Mullens / B.J. Mullens,placed on IL,2014-01-17,2014-01-27,10,Unknown,Unknown
Byron Mullens / B.J. Mullens,placed on IL,2014-02-09,2014-02-12,3,Unknown,Unknown
Byron Mullens / B.J. Mullens,placed on IL,2014-02-03,2014-02-05,2,Unknown,Unknown
C.J. Elleby,strained left hamstring,2022-01-28,2022-02-02,5,Hamstring,Soft Tissue Injury
C.J. Elleby,sprained right ankle,2022-01-17,2022-01-19,2,Ankle,Ankle
C.J. Elleby,illness,2021-02-11,2021-02-12,1,Unknown,General Ailments
C.J. McCollum,sprained right ankle,2023-02-13,2023-02-15,2,Ankle,Ankle
C.J. McCollum,right finger injury,2014-11-21,2015-12-11,385,Hand/Finger,Hand/Finger
C.J. McCollum,sore/sprained ankles,2015-12-21,2015-12-23,2,Ankle,Ankle
C.J. McCollum,placed on IL,2016-01-06,2016-01-08,2,Unknown,Unknown
C.J. McCollum,sprained left ankle,2018-12-06,2018-12-08,2,Ankle,Ankle
C.J. McCollum,illness,2022-11-23,2022-12-02,9,Unknown,General Ailments
C.J. McCollum,left knee injury,2019-03-18,2019-04-07,20,Knee,Knee
C.J. McCollum,fractured left foot,2021-01-18,2021-03-16,57,Foot,Bone Fracture
C.J. McCollum,bruised ribs,2021-12-06,2022-01-17,42,Unknown,Unknown
C.J. Miles,foot injury,2015-03-10,2015-03-12,2,Foot,Unknown
C.J. Miles,sore left knee,2016-11-21,2016-12-04,13,Knee,Knee
C.J. Miles,flu,2017-11-03,2017-11-05,2,Unknown,General Ailments
C.J. Miles,sore right knee,2018-01-30,2018-02-04,5,Knee,Knee
C.J. Miles,left wrist injury,2019-11-27,2020-01-12,46,Wrist,Wrist
C.J. Miles,gastroenteritis,2018-03-21,2018-03-25,4,Unknown,Unknown
C.J. Miles,right hip injury,2018-11-07,2018-11-10,3,Hip,Unknown
C.J. Miles,strained right adductor,2018-11-14,2018-11-23,9,Unknown,Unknown
C.J. Miles,placed on IL,2019-02-07,2019-02-09,2,Unknown,Unknown
C.J. Miles,left foot injury,2019-10-23,2019-11-04,12,Foot,Unknown
C.J. Miles,groin injury,2015-01-25,2015-01-29,4,Groin,Groin
C.J. Miles,sprained left ankle,2014-04-04,2014-04-11,7,Ankle,Ankle
