Player,Injury,Start Date,Return Date,Days Missed,Injury Category
Andre Drummond,strained left calf,2020-02-26,2020-02-29,3,Calf
Andre Drummond,concussion,2019-01-19,2019-01-25,6,Head
Andre Iguodala,left calf injury,2018-10-19,2018-10-21,2,Calf
Andre Iguodala,placed on IL,2018-11-05,2018-11-08,3,Unknown
Andre Iguodala,sore left knee,2018-04-08,2018-04-14,6,Knee
Andre Iguodala,right hip injury,2018-12-12,2018-12-17,5,Hip
Andre Iguodala,left hamstring injury,2019-02-10,2019-02-12,2,Hamstring
Andre Iguodala,placed on IL,2019-02-13,2019-02-21,8,Unknown
Andre Iguodala,illness,2019-02-28,2019-03-02,2,Unknown
Andre Iguodala,dental ailment,2019-03-18,2019-03-19,1,Unknown
Andre Iguodala,placed on IL,2019-10-23,2020-02-06,106,Unknown
Andre Iguodala,left calf injury,2019-05-20,2019-05-30,10,Calf
Andre Iguodala,sore left hip,2021-10-24,2021-10-26,2,Hip
Andre Iguodala,sore left knee,2018-03-31,2018-04-07,7,Knee
Andre Iguodala,sore right knee,2021-11-19,2021-12-11,22,Knee
Andre Iguodala,sore right knee,2021-12-22,2021-12-28,6,Knee
Andre Iguodala,left hip injury,2022-01-21,2022-02-07,17,Hip
Andre Iguodala,tightness in lower back,2022-02-10,2022-03-28,46,Back
Andre Iguodala,lower back injury,2022-04-03,2022-04-06,3,Back
Andre Iguodala,left hip injury,2022-04-10,2022-04-15,5,Hip
Andre Iguodala,cervical injury,2022-04-27,2022-06-02,36,Unknown
Andre Iguodala,right knee inflammation,2022-06-05,2022-06-08,3,Knee
Andre Iguodala,left hip injury,2022-10-19,2023-01-07,80,Hip
Andre Iguodala,right hip injury,2023-01-15,2023-03-05,49,Hip
Andre Iguodala,toe injury,2019-04-04,2019-04-10,6,Foot
Andre Iguodala,left hip injury,2021-11-06,2021-11-08,2,Hip
Andre Iguodala,sore right knee,2022-01-03,2022-01-06,3,Knee
Andre Iguodala,sprained left ankle,2016-03-14,2016-04-05,22,Ankle
Andre Iguodala,placed on IL,2014-04-14,2014-04-16,2,Unknown
Andre Iguodala,placed on IL,2015-03-28,2015-03-31,3,Unknown
Andre Iguodala,tighness in hamstring,2016-03-01,2016-03-03,2,Hamstring
Andre Iguodala,tightness in left hamstring,2016-03-07,2016-03-09,2,Hamstring
Andre Iguodala,placed on IL,2016-12-10,2016-12-11,1,Unknown
Andre Iguodala,placed on IL for rest,2017-01-23,2017-01-25,2,Unknown
Andre Iguodala,strained left hip,2017-03-21,2017-03-24,3,Hip
Andre Iguodala,sore left knee,2017-05-16,2017-05-20,4,Knee
Andre Iguodala,strained back,2017-10-17,2017-10-20,3,Back
Andre Iguodala,placed on IL for rest,2017-11-11,2017-11-13,2,Unknown
Andre Iguodala,right knee injury,2014-03-18,2014-03-28,10,Knee
Andre Iguodala,flu,2017-12-20,2017-12-22,2,Unknown
Andre Iguodala,stiffness in lower back,2018-01-03,2018-01-04,1,Back
Andre Iguodala,bruised left calf,2018-01-17,2018-01-23,6,Calf
Andre Iguodala,placed on IL for rest,2018-02-02,2018-02-03,1,Unknown
Andre Iguodala,sprained left wrist,2018-03-08,2018-03-14,6,Wrist
Andre Iguodala,sore left knee,2017-12-01,2017-12-04,3,Knee
Andre Miller,placed on IL,2016-04-22,2016-04-24,2,Unknown
Andre Miller,placed on IL,2016-04-17,2016-04-19,2,Unknown
Andre Miller,placed on IL for rest,2016-03-30,2016-04-02,3,Unknown
Andre Roberson,sore right ankle,2020-08-09,2020-08-10,1,Ankle
Andre Roberson,left knee injury,2019-10-23,2020-07-31,282,Knee
Andre Roberson,patellar tendinitis in left knee,2017-12-31,2018-01-17,17,Knee
Andre Roberson,placed on IL,2014-01-11,2014-01-14,3,Unknown
Andre Roberson,placed on IL,2014-02-07,2014-02-13,6,Unknown
Andre Roberson,sprained left ankle,2017-12-11,2017-12-15,4,Ankle
Andre Roberson,placed on IL,2014-04-19,2014-05-19,30,Unknown
Andre Roberson,placed on IL,2014-01-27,2014-02-03,7,Unknown
Andre Roberson,placed on IL,2016-04-06,2016-04-09,3,Unknown
Andre Roberson,placed on IL,2016-01-26,2016-02-21,26,Unknown
Andre Roberson,illness,2015-11-16,2015-11-18,2,Unknown
Andre Roberson,placed on IL,2014-04-09,2014-04-14,5,Unknown
Andrea Bargnani,sore hamstring,2015-12-01,2015-12-10,9,Hamstring
Andrea Bargnani,placed on IL,2015-01-15,2015-02-09,25,Unknown
Andrea Bargnani,strained right hamstring,2014-10-29,2014-12-31,63,Hamstring
Andrea Bargnani,illness,2016-02-19,2016-02-20,1,Unknown
Andrei Kirilenko,sprained right ankle,2014-03-10,2014-03-15,5,Ankle
Andrew Bogut,strained right hamstring,2017-02-03,2017-02-15,12,Hamstring
Andrew Bogut,ankle inflammation  / knee injury,2014-03-18,2014-03-20,2,Ankle
Andrew Bogut,right knee injury,2014-12-10,2015-01-07,28,Knee
Andrew Bogut,placed on IL for rest,2015-01-16,2015-01-17,1,Unknown
Andrew Bogut,placed on IL,2015-03-13,2015-03-14,1,Unknown
Andrew Bogut,concussion,2015-10-30,2015-11-09,10,Head
Andrew Bogut,placed on IL for rest,2016-04-09,2016-04-10,1,Unknown
Andrew Bogut,bone bruise in right knee,2016-12-19,2016-12-27,8,Knee
Andrew Bogut,placed on IL for rest,2016-12-30,2017-01-03,4,Unknown
Andrew Bogut,strained right hamstring,2017-01-15,2017-01-25,10,Hamstring
Andrew Bogut,tightness in back,2017-11-03,2017-11-08,5,Back
Andrew Bogut,sore shoulder,2014-02-06,2014-02-24,18,Shoulder
Andrew Bynum,knee injury,2014-03-14,2014-03-15,1,Knee
Andrew Goudelock,placed on IL,2016-04-18,2016-04-27,9,Unknown
Andrew Harrison,sore right ankle,2017-03-31,2017-04-04,4,Ankle
Andrew Harrison,sore left shoulder,2018-01-05,2018-01-10,5,Shoulder
Andrew Harrison,right wrist injury,2018-03-03,2018-03-19,16,Wrist
Andrew Nicholson,placed on IL,2015-02-02,2015-02-04,2,Unknown
Andrew Nicholson,placed on IL,2017-04-02,2017-04-04,2,Unknown
Andrew Nicholson,placed on IL,2015-02-06,2015-02-08,2,Unknown
Andrew Nicholson,placed on IL,2015-01-18,2015-01-23,5,Unknown
Andrew Nicholson,placed on IL,2017-03-01,2017-03-03,2,Unknown
Andrew Nicholson,placed on IL,2017-03-28,2017-03-30,2,Unknown
Andrew White III,placed on IL,2018-01-15,2018-02-14,30,Unknown
Andrew Wiggins,sprained left thumb,2019-12-06,2019-12-08,2,Unknown
Andrew Wiggins,bruised right quadriceps,2018-11-09,2018-11-12,3,Unknown
Andrew Wiggins,bruised right quadriceps,2018-10-24,2018-10-31,7,Unknown
Andrew Wiggins,illness,2019-12-30,2020-01-05,6,Unknown
Andrew Wiggins,NBA health and safety protocols,2021-12-19,2021-12-27,8,Unknown
Andrew Wiggins,sore left knee,2022-02-01,2022-02-02,1,Knee
Andrew Wiggins,sore left foot,2022-03-07,2022-03-08,1,Foot
Andrew Wiggins,illness,2022-03-14,2022-03-19,5,Unknown
Andrew Wiggins,tightness in lower back,2022-04-10,2022-04-15,5,Back
Andrew Wiggins,tightness in right adductor,2022-12-05,2023-01-07,33,Unknown
Andrew Wiggins,illness,2019-02-11,2019-02-21,10,Unknown
Andrew Wiggins,bruised left quadricep,2019-03-10,2019-03-14,4,Unknown
Andrew Wiggins,illness,2023-01-25,2023-01-27,2,Unknown
Andris Biedrins,placed on IL,2014-03-05,2014-03-14,9,Unknown
Andris Biedrins,left shoulder injury,2014-03-16,2014-04-05,20,Shoulder
Anfernee Simons,sprained right ankle,2023-03-03,2023-03-10,7,Ankle
Anfernee Simons,sprained right ankle,2023-02-16,2023-03-01,13,Ankle
Anfernee Simons,left foot injury,2022-11-04,2022-11-07,3,Foot
Anfernee Simons,NBA health and safety protocols,2021-12-30,2022-01-02,3,Unknown
Anfernee Simons,sprained right ankle,2021-12-03,2021-12-12,9,Ankle
Anfernee Simons,illness,2021-11-24,2021-11-26,2,Unknown
Anfernee Simons,NBA health and safety protocols,2021-03-23,2021-03-25,2,Unknown
Anfernee Simons,strained left hamstring,2020-12-23,2020-12-25,2,Hamstring
Ante Zizic,placed on IL,2018-01-02,2018-01-15,13,Unknown
Ante Zizic,placed on IL,2017-10-29,2017-11-01,3,Unknown
Ante Zizic,placed on IL,2019-01-02,2019-01-08,6,Unknown
Ante Zizic,placed on IL,2017-10-17,2017-10-21,4,Unknown
Ante Zizic,placed on IL,2018-01-18,2018-02-07,20,Unknown
Ante Zizic,left knee injury,2018-12-05,2018-12-07,2,Knee
Ante Zizic,sore lower back,2019-02-11,2019-02-13,2,Back
Ante Zizic,concussion,2019-03-03,2019-03-08,5,Head
Ante Zizic,vestibular condition,2020-01-13,2020-02-21,39,Unknown
Ante Zizic,left foot injury,2019-10-23,2019-11-17,25,Foot
Anthony Bennett,placed on IL,2016-01-01,2016-01-22,21,Unknown
Anthony Bennett,sprained right ankle,2015-02-27,2015-03-29,30,Ankle
Anthony Brown,placed on IL,2015-11-13,2015-11-16,3,Unknown
Anthony Brown,placed on IL,2015-11-20,2015-12-11,21,Unknown
Anthony Brown,sore ankle,2016-02-09,2016-02-24,15,Ankle
Anthony Brown,placed on IL,2017-10-18,2017-11-24,37,Unknown
Anthony Brown,placed on IL,2017-12-01,2018-03-02,91,Unknown
Anthony Brown,placed on IL,2015-11-03,2015-11-10,7,Unknown
Anthony Davis,bruised left hip,2017-01-11,2017-01-14,3,Hip
Anthony Davis,bruised right quadriceps,2017-01-23,2017-01-25,2,Unknown
Anthony Davis,sprained right elbow,2018-10-27,2018-10-29,2,Elbow
Anthony Davis,left index finger injury,2019-01-21,2019-02-06,16,Hand/Finger
Anthony Davis,placed on IL,2019-02-23,2019-02-25,2,Unknown
Anthony Davis,placed on IL,2019-03-02,2019-03-04,2,Unknown
Anthony Davis,illness,2022-12-07,2022-12-09,2,Unknown
Anthony Davis,sore right foot,2022-12-18,2023-01-25,38,Foot
Anthony Davis,sprained right ankle,2019-12-17,2019-12-19,2,Ankle
Anthony Davis,sore right shoulder,2019-11-13,2019-11-15,2,Shoulder
Anthony Davis,stress reaction in right foot,2023-03-01,2023-03-03,2,Foot
Anthony Davis,right calf injury,2020-12-27,2020-12-28,1,Calf
Anthony Davis,strained right adductor,2021-01-08,2021-01-10,2,Unknown
Anthony Davis,bruised right quadriceps,2021-01-28,2021-01-30,2,Unknown
Anthony Davis,right Achilles injury,2021-02-08,2021-02-12,4,Ankle
Anthony Davis,strained right calf / Achilles,2021-02-15,2021-04-22,66,Ankle
Anthony Davis,left adductor injury,2021-05-12,2021-05-15,3,Unknown
Anthony Davis,sprained MCL in left knee,2021-12-21,2022-01-25,35,Knee
Anthony Davis,sore right wrist,2022-01-28,2022-01-30,2,Wrist
Anthony Davis,sprained right foot,2022-02-17,2022-04-01,43,Foot
Anthony Davis,stress reaction in right foot,2023-03-15,2023-03-17,2,Foot
Anthony Davis,bruised tailbone,2020-01-10,2020-01-20,10,Unknown
Anthony Davis,sore right knee,2020-08-13,2020-08-18,5,Knee
Anthony Edwards,NBA health and safety protocols,2021-12-17,2021-12-31,14,Unknown
Anthony Edwards,patella tendinopathy in left knee,2022-03-04,2022-03-09,5,Knee
Anthony Edwards,sprained right ankle,2023-03-18,2023-03-26,8,Ankle
Anthony Gill,gastroenteritis,2021-02-14,2021-02-15,1,Unknown
Anthony Gill,NBA health and safety protocols,2021-12-27,2021-12-30,3,Unknown
Anthony Gill,NBA health and safety protocols,2022-01-02,2022-01-11,9,Unknown
Anthony Morrow,placed on IL,2017-03-10,2017-03-17,7,Unknown
Anthony Morrow,placed on IL,2017-03-02,2017-03-06,4,Unknown
Anthony Morrow,right shoulder injury,2015-02-08,2015-02-09,1,Shoulder
Anthony Tolliver,NBA health and safety protocols,2021-04-12,2021-04-14,2,Unknown
Anthony Tolliver,placed on IL,2017-10-18,2017-10-20,2,Unknown
Anthony Tolliver,sprained right knee,2016-11-05,2016-11-08,3,Knee
Antonio Blakeney,placed on IL,2018-02-12,2018-03-09,25,Unknown
Antonio Blakeney,placed on IL,2017-12-04,2018-01-31,58,Unknown
Antonio Blakeney,placed on IL,2017-11-10,2017-11-15,5,Unknown
Antonio Blakeney,placed on IL,2017-10-28,2017-11-07,10,Unknown
Antonio Blakeney,placed on IL,2017-10-24,2017-10-26,2,Unknown
Antonius Cleveland,left ankle injury,2018-02-26,2018-04-03,36,Ankle
Anzejs Pasecniks,sprained left ankle,2020-01-20,2020-01-23,3,Ankle
Anzejs Pasecniks,stiff neck,2020-03-08,2020-03-10,2,Neck
Anzejs Pasecniks,illness,2020-02-28,2020-03-01,2,Unknown
Archie Goodwin,placed on IL,2015-01-28,2015-02-02,5,Unknown
Archie Goodwin,placed on IL,2015-01-16,2015-01-21,5,Unknown
Archie Goodwin,placed on IL,2014-12-26,2014-12-31,5,Unknown
Archie Goodwin,placed on IL,2014-02-05,2014-02-21,16,Unknown
Archie Goodwin,placed on IL,2014-01-24,2014-02-01,8,Unknown
Archie Goodwin,placed on IL,2015-02-08,2015-02-20,12,Unknown
Armoni Brooks,NBA health and safety protocols,2022-01-02,2022-01-07,5,Unknown
Armoni Brooks,NBA health and safety protocols,2021-04-04,2021-04-09,5,Unknown
Armoni Brooks,NBA health and safety protocols,2022-01-09,2022-01-12,3,Unknown
Armoni Brooks,left ankle injury,2021-12-18,2021-12-20,2,Ankle
Aron Baynes,sprained left ankle,2018-12-08,2018-12-10,2,Ankle
Aron Baynes,strained right hamstring,2018-10-22,2018-10-30,8,Hamstring
Aron Baynes,fractured left hand,2018-12-21,2019-01-16,26,Hand/Finger
Aron Baynes,rib injury,2014-04-03,2014-04-10,7,Unknown
Aron Baynes,sprained left ankle,2019-03-23,2019-03-24,1,Ankle
Aron Baynes,sore left ankle,2019-04-09,2019-04-13,4,Ankle
Aron Baynes,sore left hip,2020-01-26,2020-01-31,5,Hip
Aron Baynes,bruised left foot,2019-02-03,2019-03-03,28,Foot
Aron Baynes,right knee injury / conditioning,2020-08-05,2020-08-11,6,Knee
Aron Baynes,sprained left elbow,2018-02-24,2018-02-26,2,Elbow
Aron Baynes,sprained right ankle,2015-03-24,2015-03-28,4,Ankle
Aron Baynes,rib injury,2015-03-17,2015-03-20,3,Unknown
Aron Baynes,neck spasms,2015-01-09,2015-01-10,1,Neck
Aron Baynes,sore left hip,2020-02-10,2020-02-21,11,Hip
Aron Baynes,placed on IL,2014-04-20,2014-04-26,6,Unknown
Arron Afflalo,placed on IL,2018-03-02,2018-03-05,3,Unknown
Arron Afflalo,back spasms,2017-12-15,2017-12-20,5,Back
Arron Afflalo,sprained right elbow,2016-12-26,2017-01-03,8,Elbow
Arron Afflalo,strained left hamstring,2015-11-04,2015-11-11,7,Hamstring
Arron Afflalo,strained right shoulder,2015-04-11,2015-04-25,14,Shoulder
Arron Afflalo,placed on IL,2015-02-20,2015-02-22,2,Unknown
Arron Afflalo,sprained right ankle,2014-02-25,2014-03-05,8,Ankle
Austin Daye,placed on IL,2015-03-30,2015-03-31,1,Unknown
Austin Daye,placed on IL,2015-01-16,2015-01-17,1,Unknown
Austin Daye,placed on IL,2014-03-02,2014-03-06,4,Unknown
Austin Daye,placed on IL,2014-03-08,2014-03-22,14,Unknown
Austin Daye,placed on IL,2015-04-19,2015-05-24,35,Unknown
Austin Daye,placed on IL,2015-04-04,2015-04-08,4,Unknown
Austin Daye,placed on IL,2015-03-25,2015-03-27,2,Unknown
Austin Daye,placed on IL,2014-02-03,2014-02-05,2,Unknown
Austin Reaves,strained left hamstring,2023-01-09,2023-02-07,29,Hamstring
Austin Reaves,sprained right ankle,2022-12-19,2022-12-23,4,Ankle
Austin Reaves,NBA health and safety protocols,2021-12-17,2021-12-30,13,Unknown
Austin Rivers,NBA health and safety protocols,2021-12-01,2021-12-17,16,Unknown
Austin Rivers,concussion,2017-12-15,2017-12-18,3,Head
Austin Rivers,back spasms,2023-03-10,2023-03-17,7,Back
Austin Rivers,right ankle / right heel injury,2018-01-04,2018-02-09,36,Ankle
Austin Rivers,right hip injury,2022-10-24,2022-10-26,2,Hip
Austin Rivers,illness,2023-03-29,2023-04-09,11,Unknown
Austin Rivers,strained left hamstring,2017-04-15,2017-04-25,10,Hamstring
Austin Rivers,ankle injury / rest,2016-04-06,2016-04-10,4,Ankle
Austin Rivers,fractured left hand,2016-02-07,2016-03-02,24,Hand/Finger
Austin Rivers,illness,2019-04-28,2019-04-30,2,Unknown
Austin Rivers,flu,2019-12-11,2019-12-13,2,Unknown
Austin Rivers,illness,2022-03-04,2022-03-06,2,Unknown
Austin Rivers,sprained right thumb,2020-01-18,2020-01-22,4,Unknown
Austin Rivers,sore right groin,2020-12-22,2020-12-31,9,Groin
Austin Rivers,placed on IL,2018-12-16,2018-12-25,9,Unknown
Austin Rivers,illness,2021-02-21,2021-02-24,3,Unknown
Austin Rivers,placed on IL,2015-12-25,2015-12-26,1,Unknown
Austin Rivers,sore right Achilles,2021-01-21,2021-01-24,3,Ankle
Austin Rivers,right hip flexor injury,2022-02-08,2022-02-11,3,Hip
Avery Bradley,sore/strained right Achilles,2017-01-21,2017-02-27,37,Ankle
Avery Bradley,hamstring injury / rest,2017-03-05,2017-03-06,1,Hamstring
Avery Bradley,right knee injury,2022-02-15,2022-03-03,16,Knee
Avery Bradley,sore right ankle,2014-02-19,2014-03-09,18,Ankle
Avery Bradley,sore right groin/hamstring,2018-01-30,2018-02-03,4,Hamstring
Avery Bradley,strained adductor in right groin,2017-12-26,2018-01-03,8,Groin
Avery Bradley,Achilles injury / sprained ankle / illness,2017-01-07,2017-01-16,9,Ankle
Avery Bradley,placed on IL,2014-01-24,2014-01-31,7,Unknown
Avery Bradley,NBA health and safety protocols,2021-01-16,2021-01-27,11,Unknown
Avery Bradley,flu,2014-12-12,2014-12-15,3,Unknown
Avery Bradley,strained left elbow,2015-03-06,2015-03-11,5,Elbow
Avery Bradley,sore left hip,2016-01-04,2016-01-10,6,Hip
Avery Bradley,leg injury,2015-11-11,2015-11-13,2,Unknown
Avery Bradley,NBA health and safety protocols,2021-12-16,2021-12-25,9,Unknown
Avery Bradley,sprained left ankle,2018-11-05,2018-11-19,14,Ankle
Avery Bradley,quadriceps injury,2015-04-15,2015-04-19,4,Unknown
Avery Bradley,bruised right knee,2021-02-24,2021-03-29,33,Knee
Avery Bradley,gastroenteritis,2017-03-31,2017-04-05,5,Unknown
Avery Bradley,right leg injury,2019-11-15,2019-12-11,26,Unknown
Axel Toupane,NBA health and safety protocols,2021-03-15,2021-03-20,5,Unknown
Axel Toupane,placed on IL,2017-02-26,2017-02-27,1,Unknown
Axel Toupane,strained right oblique muscle,2021-04-27,2021-05-22,25,Unknown
Ayo Dosunmu,NBA health and safety protocols,2021-12-11,2021-12-23,12,Unknown
Ayo Dosunmu,concussion,2022-02-08,2022-02-11,3,Head
B.J. Johnson,NBA health and safety protocols,2021-12-26,2021-12-27,1,Unknown
Ben Gordon,placed on IL,2015-01-25,2015-01-29,4,Unknown
Ben McLemore,NBA health and safety protocols,2021-12-25,2021-12-30,5,Unknown
Ben McLemore,placed on IL  surgery on right foot to repair fracture,2017-10-17,2017-11-11,25,Foot
Ben McLemore,placed on IL for quadriceps injury / rest,2016-12-14,2016-12-16,2,Unknown
Ben Moore,placed on IL,2018-01-14,2018-01-24,10,Unknown
Ben Moore,placed on IL,2018-01-29,2018-02-05,7,Unknown
Ben Simmons,strained left calf,2022-11-30,2022-12-09,9,Calf
Ben Simmons,placed on IL,2022-12-10,2022-12-12,2,Unknown
Ben Simmons,gastroenteritis,2019-03-25,2019-03-28,3,Unknown
Ben Simmons,sore left knee,2023-01-27,2023-02-07,11,Knee
Ben Simmons,left knee injury,2022-10-31,2022-11-07,7,Knee
Ben Simmons,back injury,2018-10-23,2018-10-24,1,Back
Ben Simmons,right shoulder injury,2019-11-08,2019-11-12,4,Shoulder
Ben Simmons,dental ailment,2019-04-10,2019-04-12,2,Unknown
Ben Simmons,back injury,2021-05-16,2021-05-23,7,Back
Ben Simmons,tightness in lower back,2020-02-20,2020-02-22,2,Back
Ben Simmons,back injury,2020-02-24,2020-07-31,158,Back
Ben Simmons,sore left knee,2021-01-09,2021-01-12,3,Knee
Ben Simmons,NBA health and safety protocols,2021-03-11,2021-03-14,3,Unknown
Ben Simmons,illness,2021-02-17,2021-02-21,4,Unknown
Ben Simmons,illness,2021-04-19,2021-04-26,7,Unknown
Ben Simmons,back injury,2021-05-08,2021-05-10,2,Back
Ben Simmons,left calf injury,2021-02-04,2021-02-06,2,Calf
Bennedict Mathurin,sprained right ankle,2023-03-10,2023-03-20,10,Ankle
Beno Udrih,sprained right ankle,2015-04-25,2015-04-27,2,Ankle
Beno Udrih,sprained right knee,2017-04-10,2017-04-12,2,Knee
Bismack Biyombo,sprained left knee,2019-03-08,2019-03-09,1,Knee
Bismack Biyombo,placed on IL,2019-02-14,2019-02-22,8,Unknown
Bismack Biyombo,placed on IL,2018-12-14,2018-12-29,15,Unknown
Bismack Biyombo,placed on IL,2018-12-07,2018-12-09,2,Unknown
Bismack Biyombo,placed on IL,2018-11-26,2018-12-02,6,Unknown
Bismack Biyombo,bone bruise in right knee,2015-02-05,2015-03-01,24,Knee
Blake Griffin,left knee injury,2021-01-23,2021-01-25,2,Knee
Blake Griffin,sore left knee,2019-04-10,2019-04-20,10,Knee
Blake Griffin,placed on IL  surgery on right elbow to remove staph infection,2015-02-25,2015-03-15,18,Elbow
Blake Griffin,placed on IL,2016-03-28,2016-04-03,6,Unknown
Blake Griffin,arthroscopic surgery on right knee,2016-12-20,2017-01-24,35,Knee
Blake Griffin,sprained MCL in left knee,2017-11-30,2017-12-29,29,Knee
Blake Griffin,concussion,2018-01-08,2018-01-11,3,Head
Blake Griffin,placed on IL,2019-01-10,2019-01-12,2,Unknown
Blake Griffin,placed on IL,2019-03-18,2019-03-21,3,Unknown
Blake Griffin,sore left knee,2019-04-01,2019-04-05,4,Knee
Blake Griffin,left hamstring injury,2019-10-23,2019-11-11,19,Hamstring
Blake Griffin,torn left quadriceps tendon,2015-12-26,2016-03-27,92,Unknown
Blake Griffin,left hamstring injury,2019-11-23,2019-11-25,2,Hamstring
Blake Griffin,left knee injury,2020-12-27,2020-12-29,2,Knee
Blake Griffin,concussion,2020-12-31,2021-01-03,3,Head
Blake Griffin,placed on IL,2021-01-04,2021-01-06,2,Unknown
Blake Griffin,left knee injury,2021-01-27,2021-01-28,1,Knee
Blake Griffin,left knee injury,2021-02-14,2021-03-05,19,Knee
Blake Griffin,left knee injury,2021-03-10,2021-03-21,11,Knee
Blake Griffin,left knee injury,2021-04-01,2021-04-04,3,Knee
Blake Griffin,left knee injury,2021-04-05,2021-04-07,2,Knee
Blake Griffin,sore left knee,2019-12-20,2019-12-23,3,Knee
Blake Wesley,left knee injury,2022-11-01,2022-12-22,51,Knee
Boban Marjanovic,placed on IL,2015-12-09,2015-12-11,2,Unknown
Boban Marjanovic,NBA health and safety protocols,2021-12-29,2022-01-09,11,Unknown
Boban Marjanovic,placed on IL,2015-10-28,2015-11-02,5,Unknown
Boban Marjanovic,placed on IL,2017-10-25,2017-10-28,3,Unknown
Boban Marjanovic,placed on IL,2015-11-18,2015-11-23,5,Unknown
Boban Marjanovic,placed on IL,2015-11-11,2015-11-14,3,Unknown
Boban Marjanovic,placed on IL,2015-11-25,2015-11-27,2,Unknown
Boban Marjanovic,placed on IL,2015-12-12,2015-12-16,4,Unknown
Boban Marjanovic,placed on IL,2016-03-21,2016-03-23,2,Unknown
Boban Marjanovic,placed on IL,2015-11-30,2015-12-03,3,Unknown
Boban Marjanovic,placed on IL,2015-12-05,2015-12-07,2,Unknown
Boban Marjanovic,placed on IL,2016-12-26,2016-12-28,2,Unknown
Boban Marjanovic,placed on IL,2017-10-20,2017-10-21,1,Unknown
Boban Marjanovic,placed on IL,2016-04-07,2016-04-08,1,Unknown
Boban Marjanovic,right knee injury,2019-02-28,2019-03-12,12,Knee
Bobby Brown,placed on IL,2016-11-27,2016-11-29,2,Unknown
Bobby Brown,placed on IL,2016-12-16,2016-12-27,11,Unknown
Bobby Brown,placed on IL,2017-01-05,2017-01-08,3,Unknown
Bobby Portis,strained left hamstring,2021-10-18,2021-10-27,9,Hamstring
Bobby Portis,sprained right knee,2023-01-23,2023-02-23,31,Knee
Bobby Portis,NBA health and safety protocols,2021-03-26,2021-04-02,7,Unknown
Bobby Portis,placed on IL,2021-10-30,2021-10-31,1,Unknown
Bobby Portis,NBA health and safety protocols,2021-12-16,2021-12-24,8,Unknown
Bogdan Bogdanovic,sprained right ankle,2017-10-18,2017-10-26,8,Ankle
Bogdan Bogdanovic,left hamstring injury,2018-03-19,2018-03-22,3,Hamstring
Bogdan Bogdanovic,bruised right knee,2019-12-04,2019-12-06,2,Knee
Bogdan Bogdanovic,sore right ankle,2019-12-20,2019-12-26,6,Ankle
Bogdan Bogdanovic,sore right ankle,2020-01-04,2020-01-18,14,Ankle
Bogdan Bogdanovic,sprained right knee,2021-01-10,2021-03-02,51,Knee
Bogdan Bogdanovic,left hamstring injury,2021-05-16,2021-05-23,7,Hamstring
Bogdan Bogdanovic,back injury,2023-03-11,2023-03-13,2,Back
Bogdan Bogdanovic,sore right knee,2022-01-15,2022-01-26,11,Knee
Bogdan Bogdanovic,sprained right ankle,2021-11-28,2021-12-22,24,Ankle
Bogdan Bogdanovic,NBA health and safety protocols,2021-12-28,2022-01-07,10,Unknown
Bojan Bogdanovic,strained left calf,2022-03-14,2022-03-31,17,Calf
Bojan Bogdanovic,right leg injury,2022-03-10,2022-03-12,2,Unknown
Bojan Bogdanovic,finger injury,2022-01-24,2022-01-25,1,Hand/Finger
Bojan Bogdanovic,sore Achilles,2023-02-27,2023-03-01,2,Ankle
Bojan Bogdanovic,sore right knee,2022-11-27,2022-11-29,2,Knee
Bojan Bogdanovic,illness,2023-01-15,2023-01-19,4,Unknown
Bojan Bogdanovic,right calf injury,2023-01-10,2023-01-11,1,Calf
Bojan Bogdanovic,back injury,2017-03-25,2017-03-28,3,Back
Bojan Bogdanovic,sprained left ankle,2018-01-06,2018-01-08,2,Ankle
Bojan Bogdanovic,sprained left ankle,2019-10-25,2019-10-26,1,Ankle
Bojan Bogdanovic,left calf injury,2022-04-10,2022-04-15,5,Calf
Bojan Bogdanovic,finger injury,2022-01-06,2022-01-08,2,Hand/Finger
Bojan Bogdanovic,placed on IL for rest,2018-04-10,2018-04-15,5,Unknown
Bol Bol,left foot injury,2019-10-23,2020-07-31,282,Foot
Bol Bol,NBA health and safety protocols,2021-12-04,2021-12-08,4,Unknown
Bol Bol,COVID-19,2023-01-04,2023-01-10,6,Unknown
Bol Bol,NBA health and safety protocols,2021-12-17,2021-12-29,12,Unknown
Boris Diaw,strep throat,2014-01-04,2014-01-07,3,Unknown
Boris Diaw,placed on IL for rest,2016-03-25,2016-03-26,1,Unknown
Boris Diaw,sore right adductor,2016-04-05,2016-04-13,8,Unknown
Boris Diaw,bruised right leg,2016-11-06,2016-11-14,8,Unknown
Brad Wanamaker,NBA health and safety protocols,2021-12-31,2022-01-08,8,Unknown
Bradley Beal,left hamstring injury,2023-01-18,2023-01-18,0,Hamstring
Bradley Beal,left hamstring injury,2022-12-28,2023-01-03,6,Hamstring
Bradley Beal,strained right hamstring,2022-12-10,2022-12-18,8,Hamstring
Bradley Beal,bruised right thigh,2022-11-23,2022-11-25,2,Unknown
Bradley Beal,NBA health and safety protocols,2022-01-11,2022-01-17,6,Unknown
Bradley Beal,NBA health and safety protocols,2021-12-23,2021-12-30,7,Unknown
Bradley Beal,strained left hamstring,2021-05-09,2021-05-16,7,Hamstring
Bradley Beal,bruised right hip,2021-03-29,2021-04-07,9,Hip
