Player,Injury,Start Date,Return Date,Days Missed,Injury Category
Andrew Wiggins,Sprained Left Thumb,2019-12-06,2019-12-08,2,Wrist/Hand/Finger
Andrew Wiggins,Bruised Right Quadriceps,2018-11-09,2018-11-12,3,Thigh
Andrew Wiggins,Bruised Right Quadriceps,2018-10-24,2018-10-31,7,Thigh
Andrew Wiggins,Illness,2019-12-30,2020-01-05,6,General Illness
Andrew Wiggins,Sore Left Knee,2022-02-01,2022-02-02,1,Knee
Andrew Wiggins,Sore Left Foot,2022-03-07,2022-03-08,1,Foot/Toe
Andrew Wiggins,Illness,2022-03-14,2022-03-19,5,General Illness
Andrew Wiggins,Tightness In Lower Back,2022-04-10,2022-04-15,5,Back/Spine
Andrew Wiggins,Tightness In Right Adductor,2022-12-05,2023-01-07,33,Other/Unspecified
Andrew Wiggins,Illness,2019-02-11,2019-02-21,10,General Illness
Andrew Wiggins,Bruised Left Quadricep,2019-03-10,2019-03-14,4,Soft Tissue
Andrew Wiggins,Illness,2023-01-25,2023-01-27,2,General Illness
Andris Biedrins,Unknown,2014-03-05,2014-03-14,9,Other/Unspecified
Andris Biedrins,Left Shoulder Injury,2014-03-16,2014-04-05,20,Shoulder
Anfernee Simons,Sprained Right Ankle,2023-03-03,2023-03-10,7,Ankle
Anfernee Simons,Sprained Right Ankle,2023-02-16,2023-03-01,13,Ankle
Anfernee Simons,Left Foot Injury,2022-11-04,2022-11-07,3,Foot/Toe
Anfernee Simons,Sprained Right Ankle,2021-12-03,2021-12-12,9,Ankle
Anfernee Simons,Illness,2021-11-24,2021-11-26,2,General Illness
Anfernee Simons,Strained Left Hamstring,2020-12-23,2020-12-25,2,Thigh
Ante Zizic,Unknown,2018-01-02,2018-01-15,13,Other/Unspecified
Ante Zizic,Unknown,2017-10-29,2017-11-01,3,Other/Unspecified
Ante Zizic,Unknown,2019-01-02,2019-01-08,6,Other/Unspecified
Ante Zizic,Unknown,2017-10-17,2017-10-21,4,Other/Unspecified
Ante Zizic,Unknown,2018-01-18,2018-02-07,20,Other/Unspecified
Ante Zizic,Left Knee Injury,2018-12-05,2018-12-07,2,Knee
Ante Zizic,Sore Lower Back,2019-02-11,2019-02-13,2,Back/Spine
Ante Zizic,Concussion,2019-03-03,2019-03-08,5,Head
Ante Zizic,Vestibular Condition,2020-01-13,2020-02-21,39,Other/Unspecified
Ante Zizic,Left Foot Injury,2019-10-23,2019-11-17,25,Foot/Toe
Anthony Bennett,Unknown,2016-01-01,2016-01-22,21,Other/Unspecified
Anthony Bennett,Sprained Right Ankle,2015-02-27,2015-03-29,30,Ankle
Anthony Brown,Unknown,2015-11-13,2015-11-16,3,Other/Unspecified
Anthony Brown,Unknown,2015-11-20,2015-12-11,21,Other/Unspecified
Anthony Brown,Sore Ankle,2016-02-09,2016-02-24,15,Ankle
Anthony Brown,Unknown,2017-10-18,2017-11-24,37,Other/Unspecified
Anthony Brown,Unknown,2017-12-01,2018-03-02,91,Other/Unspecified
Anthony Brown,Unknown,2015-11-03,2015-11-10,7,Other/Unspecified
Anthony Davis,Bruised Left Hip,2017-01-11,2017-01-14,3,Hip/Groin
Anthony Davis,Bruised Right Quadriceps,2017-01-23,2017-01-25,2,Thigh
Anthony Davis,Sprained Right Elbow,2018-10-27,2018-10-29,2,Arm/Elbow
Anthony Davis,Left Index Finger Injury,2019-01-21,2019-02-06,16,Wrist/Hand/Finger
Anthony Davis,Unknown,2019-02-23,2019-02-25,2,Other/Unspecified
Anthony Davis,Unknown,2019-03-02,2019-03-04,2,Other/Unspecified
Anthony Davis,Illness,2022-12-07,2022-12-09,2,General Illness
Anthony Davis,Sore Right Foot,2022-12-18,2023-01-25,38,Foot/Toe
Anthony Davis,Sprained Right Ankle,2019-12-17,2019-12-19,2,Ankle
Anthony Davis,Sore Right Shoulder,2019-11-13,2019-11-15,2,Shoulder
Anthony Davis,Stress Reaction In Right Foot,2023-03-01,2023-03-03,2,Foot/Toe
Anthony Davis,Right Calf Injury,2020-12-27,2020-12-28,1,Calf/Shin
Anthony Davis,Strained Right Adductor,2021-01-08,2021-01-10,2,Other/Unspecified
Anthony Davis,Bruised Right Quadriceps,2021-01-28,2021-01-30,2,Thigh
Anthony Davis,Right Achilles Injury,2021-02-08,2021-02-12,4,Ankle
Anthony Davis,Strained Right Calf / Achilles,2021-02-15,2021-04-22,66,Calf/Shin
Anthony Davis,Left Adductor Injury,2021-05-12,2021-05-15,3,General Injury
Anthony Davis,Sprained Mcl In Left Knee,2021-12-21,2022-01-25,35,Knee
Anthony Davis,Sore Right Wrist,2022-01-28,2022-01-30,2,Wrist/Hand/Finger
Anthony Davis,Sprained Right Foot,2022-02-17,2022-04-01,43,Foot/Toe
Anthony Davis,Stress Reaction In Right Foot,2023-03-15,2023-03-17,2,Foot/Toe
Anthony Davis,Bruised Tailbone,2020-01-10,2020-01-20,10,Back/Spine
Anthony Davis,Sore Right Knee,2020-08-13,2020-08-18,5,Knee
Anthony Edwards,Patella Tendinopathy In Left Knee,2022-03-04,2022-03-09,5,Knee
Anthony Edwards,Sprained Right Ankle,2023-03-18,2023-03-26,8,Ankle
Anthony Gill,Gastroenteritis,2021-02-14,2021-02-15,1,General Illness
Anthony Morrow,Unknown,2017-03-10,2017-03-17,7,Other/Unspecified
Anthony Morrow,Unknown,2017-03-02,2017-03-06,4,Other/Unspecified
Anthony Morrow,Right Shoulder Injury,2015-02-08,2015-02-09,1,Shoulder
Anthony Tolliver,Unknown,2017-10-18,2017-10-20,2,Other/Unspecified
Anthony Tolliver,Sprained Right Knee,2016-11-05,2016-11-08,3,Knee
Antonio Blakeney,Unknown,2018-02-12,2018-03-09,25,Other/Unspecified
Antonio Blakeney,Unknown,2017-12-04,2018-01-31,58,Other/Unspecified
Antonio Blakeney,Unknown,2017-11-10,2017-11-15,5,Other/Unspecified
Antonio Blakeney,Unknown,2017-10-28,2017-11-07,10,Other/Unspecified
Antonio Blakeney,Unknown,2017-10-24,2017-10-26,2,Other/Unspecified
Antonius Cleveland,Left Ankle Injury,2018-02-26,2018-04-03,36,Ankle
Anzejs Pasecniks,Sprained Left Ankle,2020-01-20,2020-01-23,3,Ankle
Anzejs Pasecniks,Stiff Neck,2020-03-08,2020-03-10,2,Neck
Anzejs Pasecniks,Illness,2020-02-28,2020-03-01,2,General Illness
Archie Goodwin,Unknown,2015-01-28,2015-02-02,5,Other/Unspecified
Archie Goodwin,Unknown,2015-01-16,2015-01-21,5,Other/Unspecified
Archie Goodwin,Unknown,2014-12-26,2014-12-31,5,Other/Unspecified
Archie Goodwin,Unknown,2014-02-05,2014-02-21,16,Other/Unspecified
Archie Goodwin,Unknown,2014-01-24,2014-02-01,8,Other/Unspecified
Archie Goodwin,Unknown,2015-02-08,2015-02-20,12,Other/Unspecified
Armoni Brooks,Left Ankle Injury,2021-12-18,2021-12-20,2,Ankle
Aron Baynes,Sprained Left Ankle,2018-12-08,2018-12-10,2,Ankle
Aron Baynes,Strained Right Hamstring,2018-10-22,2018-10-30,8,Thigh
Aron Baynes,Fractured Left Hand,2018-12-21,2019-01-16,26,Face/Nose
Aron Baynes,Rib Injury,2014-04-03,2014-04-10,7,Abdomen/Core
Aron Baynes,Sprained Left Ankle,2019-03-23,2019-03-24,1,Ankle
Aron Baynes,Sore Left Ankle,2019-04-09,2019-04-13,4,Ankle
Aron Baynes,Sore Left Hip,2020-01-26,2020-01-31,5,Hip/Groin
Aron Baynes,Bruised Left Foot,2019-02-03,2019-03-03,28,Foot/Toe
Aron Baynes,Right Knee Injury / Conditioning,2020-08-05,2020-08-11,6,Knee
Aron Baynes,Sprained Left Elbow,2018-02-24,2018-02-26,2,Arm/Elbow
Aron Baynes,Sprained Right Ankle,2015-03-24,2015-03-28,4,Ankle
Aron Baynes,Rib Injury,2015-03-17,2015-03-20,3,Abdomen/Core
Aron Baynes,Neck Spasms,2015-01-09,2015-01-10,1,Neck
Aron Baynes,Sore Left Hip,2020-02-10,2020-02-21,11,Hip/Groin
Aron Baynes,Unknown,2014-04-20,2014-04-26,6,Other/Unspecified
Arron Afflalo,Unknown,2018-03-02,2018-03-05,3,Other/Unspecified
Arron Afflalo,Back Spasms,2017-12-15,2017-12-20,5,Back/Spine
Arron Afflalo,Sprained Right Elbow,2016-12-26,2017-01-03,8,Arm/Elbow
Arron Afflalo,Strained Left Hamstring,2015-11-04,2015-11-11,7,Thigh
Arron Afflalo,Strained Right Shoulder,2015-04-11,2015-04-25,14,Shoulder
Arron Afflalo,Unknown,2015-02-20,2015-02-22,2,Other/Unspecified
Arron Afflalo,Sprained Right Ankle,2014-02-25,2014-03-05,8,Ankle
Austin Daye,Unknown,2015-03-30,2015-03-31,1,Other/Unspecified
Austin Daye,Unknown,2015-01-16,2015-01-17,1,Other/Unspecified
Austin Daye,Unknown,2014-03-02,2014-03-06,4,Other/Unspecified
Austin Daye,Unknown,2014-03-08,2014-03-22,14,Other/Unspecified
Austin Daye,Unknown,2015-04-19,2015-05-24,35,Other/Unspecified
Austin Daye,Unknown,2015-04-04,2015-04-08,4,Other/Unspecified
Austin Daye,Unknown,2015-03-25,2015-03-27,2,Other/Unspecified
Austin Daye,Unknown,2014-02-03,2014-02-05,2,Other/Unspecified
Austin Reaves,Strained Left Hamstring,2023-01-09,2023-02-07,29,Thigh
Austin Reaves,Sprained Right Ankle,2022-12-19,2022-12-23,4,Ankle
Austin Rivers,Concussion,2017-12-15,2017-12-18,3,Head
Austin Rivers,Back Spasms,2023-03-10,2023-03-17,7,Back/Spine
Austin Rivers,Right Ankle / Right Heel Injury,2018-01-04,2018-02-09,36,Ankle
Austin Rivers,Right Hip Injury,2022-10-24,2022-10-26,2,Hip/Groin
Austin Rivers,Illness,2023-03-29,2023-04-09,11,General Illness
Austin Rivers,Strained Left Hamstring,2017-04-15,2017-04-25,10,Thigh
Austin Rivers,Ankle Injury / Rest,2016-04-06,2016-04-10,4,Ankle
Austin Rivers,Fractured Left Hand,2016-02-07,2016-03-02,24,Face/Nose
Austin Rivers,Illness,2019-04-28,2019-04-30,2,General Illness
Austin Rivers,Flu,2019-12-11,2019-12-13,2,General Illness
Austin Rivers,Illness,2022-03-04,2022-03-06,2,General Illness
Austin Rivers,Sprained Right Thumb,2020-01-18,2020-01-22,4,Wrist/Hand/Finger
Austin Rivers,Sore Right Groin,2020-12-22,2020-12-31,9,Hip/Groin
Austin Rivers,Unknown,2018-12-16,2018-12-25,9,Other/Unspecified
Austin Rivers,Illness,2021-02-21,2021-02-24,3,General Illness
Austin Rivers,Unknown,2015-12-25,2015-12-26,1,Other/Unspecified
Austin Rivers,Sore Right Achilles,2021-01-21,2021-01-24,3,Ankle
Austin Rivers,Right Hip Flexor Injury,2022-02-08,2022-02-11,3,Hip/Groin
Avery Bradley,Sore/Strained Right Achilles,2017-01-21,2017-02-27,37,Ankle
Avery Bradley,Hamstring Injury / Rest,2017-03-05,2017-03-06,1,Thigh
Avery Bradley,Right Knee Injury,2022-02-15,2022-03-03,16,Knee
Avery Bradley,Sore Right Ankle,2014-02-19,2014-03-09,18,Ankle
Avery Bradley,Sore Right Groin/Hamstring,2018-01-30,2018-02-03,4,Hip/Groin
Avery Bradley,Strained Adductor In Right Groin,2017-12-26,2018-01-03,8,Hip/Groin
Avery Bradley,Achilles Injury / Sprained Ankle / Illness,2017-01-07,2017-01-16,9,Ankle
Avery Bradley,Unknown,2014-01-24,2014-01-31,7,Other/Unspecified
Avery Bradley,Flu,2014-12-12,2014-12-15,3,General Illness
Avery Bradley,Strained Left Elbow,2015-03-06,2015-03-11,5,Arm/Elbow
Avery Bradley,Sore Left Hip,2016-01-04,2016-01-10,6,Hip/Groin
Avery Bradley,Leg Injury,2015-11-11,2015-11-13,2,General Injury
Avery Bradley,Sprained Left Ankle,2018-11-05,2018-11-19,14,Ankle
Avery Bradley,Quadriceps Injury,2015-04-15,2015-04-19,4,Thigh
Avery Bradley,Bruised Right Knee,2021-02-24,2021-03-29,33,Knee
Avery Bradley,Gastroenteritis,2017-03-31,2017-04-05,5,General Illness
Avery Bradley,Right Leg Injury,2019-11-15,2019-12-11,26,General Injury
Axel Toupane,Unknown,2017-02-26,2017-02-27,1,Other/Unspecified
Axel Toupane,Strained Right Oblique Muscle,2021-04-27,2021-05-22,25,Abdomen/Core
Ayo Dosunmu,Concussion,2022-02-08,2022-02-11,3,Head
Ben Gordon,Unknown,2015-01-25,2015-01-29,4,Other/Unspecified
Ben McLemore,Unknown  Surgery On Right Foot To Repair Fracture,2017-10-17,2017-11-11,25,Face/Nose
Ben McLemore,Unknown For Quadriceps Injury / Rest,2016-12-14,2016-12-16,2,Thigh
Ben Moore,Unknown,2018-01-14,2018-01-24,10,Other/Unspecified
Ben Moore,Unknown,2018-01-29,2018-02-05,7,Other/Unspecified
Ben Simmons,Strained Left Calf,2022-11-30,2022-12-09,9,Calf/Shin
Ben Simmons,Unknown,2022-12-10,2022-12-12,2,Other/Unspecified
Ben Simmons,Gastroenteritis,2019-03-25,2019-03-28,3,General Illness
Ben Simmons,Sore Left Knee,2023-01-27,2023-02-07,11,Knee
Ben Simmons,Left Knee Injury,2022-10-31,2022-11-07,7,Knee
Ben Simmons,Back Injury,2018-10-23,2018-10-24,1,Back/Spine
Ben Simmons,Right Shoulder Injury,2019-11-08,2019-11-12,4,Shoulder
Ben Simmons,Dental Ailment,2019-04-10,2019-04-12,2,General Injury
Ben Simmons,Back Injury,2021-05-16,2021-05-23,7,Back/Spine
Ben Simmons,Tightness In Lower Back,2020-02-20,2020-02-22,2,Back/Spine
Ben Simmons,Back Injury,2020-02-24,2020-07-31,158,Back/Spine
Ben Simmons,Sore Left Knee,2021-01-09,2021-01-12,3,Knee
Ben Simmons,Illness,2021-02-17,2021-02-21,4,General Illness
Ben Simmons,Illness,2021-04-19,2021-04-26,7,General Illness
Ben Simmons,Back Injury,2021-05-08,2021-05-10,2,Back/Spine
Ben Simmons,Left Calf Injury,2021-02-04,2021-02-06,2,Calf/Shin
Bennedict Mathurin,Sprained Right Ankle,2023-03-10,2023-03-20,10,Ankle
Beno Udrih,Sprained Right Ankle,2015-04-25,2015-04-27,2,Ankle
Beno Udrih,Sprained Right Knee,2017-04-10,2017-04-12,2,Knee
Bismack Biyombo,Sprained Left Knee,2019-03-08,2019-03-09,1,Knee
Bismack Biyombo,Unknown,2019-02-14,2019-02-22,8,Other/Unspecified
Bismack Biyombo,Unknown,2018-12-14,2018-12-29,15,Other/Unspecified
Bismack Biyombo,Unknown,2018-12-07,2018-12-09,2,Other/Unspecified
Bismack Biyombo,Unknown,2018-11-26,2018-12-02,6,Other/Unspecified
Bismack Biyombo,Bone Bruise In Right Knee,2015-02-05,2015-03-01,24,Knee
Blake Griffin,Left Knee Injury,2021-01-23,2021-01-25,2,Knee
Blake Griffin,Sore Left Knee,2019-04-10,2019-04-20,10,Knee
Blake Griffin,Unknown  Surgery On Right Elbow To Remove Staph Infection,2015-02-25,2015-03-15,18,Arm/Elbow
Blake Griffin,Unknown,2016-03-28,2016-04-03,6,Other/Unspecified
Blake Griffin,Arthroscopic Surgery On Right Knee,2016-12-20,2017-01-24,35,Knee
Blake Griffin,Sprained Mcl In Left Knee,2017-11-30,2017-12-29,29,Knee
Blake Griffin,Concussion,2018-01-08,2018-01-11,3,Head
Blake Griffin,Unknown,2019-01-10,2019-01-12,2,Other/Unspecified
Blake Griffin,Unknown,2019-03-18,2019-03-21,3,Other/Unspecified
Blake Griffin,Sore Left Knee,2019-04-01,2019-04-05,4,Knee
Blake Griffin,Left Hamstring Injury,2019-10-23,2019-11-11,19,Thigh
Blake Griffin,Torn Left Quadriceps Tendon,2015-12-26,2016-03-27,92,Thigh
Blake Griffin,Left Hamstring Injury,2019-11-23,2019-11-25,2,Thigh
Blake Griffin,Left Knee Injury,2020-12-27,2020-12-29,2,Knee
Blake Griffin,Concussion,2020-12-31,2021-01-03,3,Head
Blake Griffin,Unknown,2021-01-04,2021-01-06,2,Other/Unspecified
Blake Griffin,Left Knee Injury,2021-01-27,2021-01-28,1,Knee
Blake Griffin,Left Knee Injury,2021-02-14,2021-03-05,19,Knee
Blake Griffin,Left Knee Injury,2021-03-10,2021-03-21,11,Knee
Blake Griffin,Left Knee Injury,2021-04-01,2021-04-04,3,Knee
Blake Griffin,Left Knee Injury,2021-04-05,2021-04-07,2,Knee
Blake Griffin,Sore Left Knee,2019-12-20,2019-12-23,3,Knee
Blake Wesley,Left Knee Injury,2022-11-01,2022-12-22,51,Knee
Boban Marjanovic,Unknown,2015-12-09,2015-12-11,2,Other/Unspecified
Boban Marjanovic,Unknown,2015-10-28,2015-11-02,5,Other/Unspecified
Boban Marjanovic,Unknown,2017-10-25,2017-10-28,3,Other/Unspecified
Boban Marjanovic,Unknown,2015-11-18,2015-11-23,5,Other/Unspecified
Boban Marjanovic,Unknown,2015-11-11,2015-11-14,3,Other/Unspecified
Boban Marjanovic,Unknown,2015-11-25,2015-11-27,2,Other/Unspecified
Boban Marjanovic,Unknown,2015-12-12,2015-12-16,4,Other/Unspecified
Boban Marjanovic,Unknown,2016-03-21,2016-03-23,2,Other/Unspecified
Boban Marjanovic,Unknown,2015-11-30,2015-12-03,3,Other/Unspecified
Boban Marjanovic,Unknown,2015-12-05,2015-12-07,2,Other/Unspecified
Boban Marjanovic,Unknown,2016-12-26,2016-12-28,2,Other/Unspecified
Boban Marjanovic,Unknown,2017-10-20,2017-10-21,1,Other/Unspecified
Boban Marjanovic,Unknown,2016-04-07,2016-04-08,1,Other/Unspecified
Boban Marjanovic,Right Knee Injury,2019-02-28,2019-03-12,12,Knee
Bobby Brown,Unknown,2016-11-27,2016-11-29,2,Other/Unspecified
Bobby Brown,Unknown,2016-12-16,2016-12-27,11,Other/Unspecified
Bobby Brown,Unknown,2017-01-05,2017-01-08,3,Other/Unspecified
Bobby Portis,Strained Left Hamstring,2021-10-18,2021-10-27,9,Thigh
Bobby Portis,Sprained Right Knee,2023-01-23,2023-02-23,31,Knee
Bobby Portis,Unknown,2021-10-30,2021-10-31,1,Other/Unspecified
Bogdan Bogdanovic,Sprained Right Ankle,2017-10-18,2017-10-26,8,Ankle
Bogdan Bogdanovic,Left Hamstring Injury,2018-03-19,2018-03-22,3,Thigh
Bogdan Bogdanovic,Bruised Right Knee,2019-12-04,2019-12-06,2,Knee
Bogdan Bogdanovic,Sore Right Ankle,2019-12-20,2019-12-26,6,Ankle
Bogdan Bogdanovic,Sore Right Ankle,2020-01-04,2020-01-18,14,Ankle
Bogdan Bogdanovic,Sprained Right Knee,2021-01-10,2021-03-02,51,Knee
Bogdan Bogdanovic,Left Hamstring Injury,2021-05-16,2021-05-23,7,Thigh
Bogdan Bogdanovic,Back Injury,2023-03-11,2023-03-13,2,Back/Spine
Bogdan Bogdanovic,Sore Right Knee,2022-01-15,2022-01-26,11,Knee
Bogdan Bogdanovic,Sprained Right Ankle,2021-11-28,2021-12-22,24,Ankle
Bojan Bogdanovic,Strained Left Calf,2022-03-14,2022-03-31,17,Calf/Shin
Bojan Bogdanovic,Right Leg Injury,2022-03-10,2022-03-12,2,General Injury
Bojan Bogdanovic,Finger Injury,2022-01-24,2022-01-25,1,Wrist/Hand/Finger
Bojan Bogdanovic,Sore Achilles,2023-02-27,2023-03-01,2,Ankle
Bojan Bogdanovic,Sore Right Knee,2022-11-27,2022-11-29,2,Knee
Bojan Bogdanovic,Illness,2023-01-15,2023-01-19,4,General Illness
Bojan Bogdanovic,Right Calf Injury,2023-01-10,2023-01-11,1,Calf/Shin
Bojan Bogdanovic,Back Injury,2017-03-25,2017-03-28,3,Back/Spine
Bojan Bogdanovic,Sprained Left Ankle,2018-01-06,2018-01-08,2,Ankle
Bojan Bogdanovic,Sprained Left Ankle,2019-10-25,2019-10-26,1,Ankle
Bojan Bogdanovic,Left Calf Injury,2022-04-10,2022-04-15,5,Calf/Shin
Bojan Bogdanovic,Finger Injury,2022-01-06,2022-01-08,2,Wrist/Hand/Finger
Bojan Bogdanovic,Unknown For Rest,2018-04-10,2018-04-15,5,Other/Unspecified
Bol Bol,Left Foot Injury,2019-10-23,2020-07-31,282,Foot/Toe
Boris Diaw,Strep Throat,2014-01-04,2014-01-07,3,Other/Unspecified
Boris Diaw,Unknown For Rest,2016-03-25,2016-03-26,1,Other/Unspecified
Boris Diaw,Sore Right Adductor,2016-04-05,2016-04-13,8,Soft Tissue
Boris Diaw,Bruised Right Leg,2016-11-06,2016-11-14,8,Soft Tissue
Bradley Beal,Left Hamstring Injury,2023-01-18,2023-01-18,0,Thigh
Bradley Beal,Left Hamstring Injury,2022-12-28,2023-01-03,6,Thigh
Bradley Beal,Strained Right Hamstring,2022-12-10,2022-12-18,8,Thigh
Bradley Beal,Bruised Right Thigh,2022-11-23,2022-11-25,2,Thigh
Bradley Beal,Strained Left Hamstring,2021-05-09,2021-05-16,7,Thigh
Bradley Beal,Bruised Right Hip,2021-03-29,2021-04-07,9,Hip/Groin
Bradley Beal,Right Leg Injury,2019-12-28,2020-01-01,4,General Injury
Bradley Beal,Unknown For Rest,2017-04-12,2017-04-16,4,Other/Unspecified
Bradley Beal,Sore Right Hamstring,2016-11-11,2016-11-12,1,Thigh
Bradley Beal,Sprained Pelvis,2016-03-17,2016-03-19,2,Hip/Groin
Bradley Beal,Sprained Pelvis,2016-03-08,2016-03-14,6,Hip/Groin
Bradley Beal,Fractured Nose And Concussion,2016-01-26,2016-01-28,2,Head
Bradley Beal,Unknown For Rest,2016-01-16,2016-01-18,2,Other/Unspecified
Bradley Beal,Sore Right Big Toe,2015-02-07,2016-01-13,340,Foot/Toe
Bradley Beal,Fractured Left Wrist,2014-10-29,2014-11-19,21,Face/Nose
Bradley Beal,Right Leg Injury,2020-01-04,2020-01-12,8,General Injury
Bradley Beal,Back Injury,2021-04-10,2021-04-12,2,Back/Spine
Brandan Wright,Right Groin Injury,2017-11-20,2017-12-01,11,Hip/Groin
Brandan Wright,Illness,2018-01-17,2018-01-19,2,General Illness
Brandan Wright,Left Quadricep Injury,2017-12-27,2017-12-30,3,General Injury
Brandan Wright,Sore Right Groin,2017-12-02,2017-12-21,19,Hip/Groin
Brandan Wright,Left Ankle Injury,2016-12-06,2017-01-30,55,Ankle
Brandan Wright,Sore Right Knee,2015-12-13,2016-02-19,68,Knee
Brandan Wright,Heel Injury,2015-01-25,2015-01-28,3,Foot/Toe
Brandan Wright,Illness,2018-01-20,2018-01-22,2,General Illness
Brandan Wright,Sore Left Ankle  / Knee,2016-10-26,2016-12-05,40,Knee
Brandan Wright,Sore Right Knee,2018-03-06,2018-03-23,17,Knee
Branden Dawson,Unknown,2016-04-10,2016-04-13,3,Other/Unspecified
Branden Dawson,Unknown,2016-04-17,2016-04-27,10,Other/Unspecified
Branden Dawson,Unknown,2016-01-13,2016-04-06,84,Other/Unspecified
Branden Dawson,Unknown,2015-10-28,2015-12-25,58,Other/Unspecified
Brandon Bass,Sore Foot / Ankle Injury,2016-01-14,2016-01-17,3,Ankle
Brandon Boston Jr. / B.J. Boston Jr.,Unknown,2021-10-29,2021-11-01,3,Other/Unspecified
Brandon Boston Jr. / B.J. Boston Jr.,Illness,2022-03-25,2022-04-04,10,General Illness
Brandon Boston Jr. / B.J. Boston Jr.,Unknown,2021-11-26,2021-11-29,3,Other/Unspecified
Brandon Boston Jr. / B.J. Boston Jr.,Tailbone Injury,2023-03-08,2023-04-01,24,Back/Spine
Brandon Clarke,Right Hip Injury,2021-04-16,2021-04-19,3,Hip/Groin
Brandon Clarke,Left Calf Injury,2021-04-06,2021-04-09,3,Calf/Shin
Brandon Clarke,Sore Back,2022-01-23,2022-01-26,3,Back/Spine
Brandon Clarke,Right Quadricep Injury,2020-02-28,2020-07-31,154,General Injury
Brandon Clarke,Sore Left Hip,2020-01-31,2020-02-02,2,Hip/Groin
Brandon Clarke,Left Oblique Injury,2019-12-07,2019-12-11,4,Abdomen/Core
Brandon Clarke,Back Injury,2019-11-09,2019-11-11,2,Back/Spine
Brandon Clarke,Sore Left Hip,2022-03-24,2022-03-28,4,Hip/Groin
Brandon Clarke,Sore Left Hip,2023-01-03,2023-01-14,11,Hip/Groin
Brandon Clarke,Sore Right Knee,2021-12-04,2021-12-26,22,Knee
Brandon Clarke,Right Calf Injury,2021-02-20,2021-02-21,1,Calf/Shin
Brandon Davies,Fractured Right Pinky Finger,2014-02-09,2014-03-15,34,Face/Nose
Brandon Goodwin,Illness,2021-03-20,2021-03-21,1,General Illness
Brandon Ingram,Sprained Left Ankle,2018-12-07,2018-12-21,14,Ankle
Brandon Ingram,Patellar Tendinitis In Knee,2017-03-26,2017-04-01,6,Knee
Brandon Ingram,Tendinitis In Left Quadriceps,2017-12-23,2017-12-27,4,Thigh
Brandon Ingram,Strained Left Hip Flexor,2018-03-03,2018-03-28,25,Hip/Groin
Brandon Ingram,Right Toe Inflammation,2021-04-01,2021-04-09,8,Foot/Toe
Brandon Ingram,Sore Left Achilles,2021-12-28,2022-01-03,6,Ankle
Brandon Ingram,Bruised Right Hip,2021-10-30,2021-11-13,14,Hip/Groin
Brandon Ingram,Right Hamstring Injury,2022-03-08,2022-03-27,19,Thigh
Brandon Ingram,Right Hamstring Injury,2022-04-07,2022-04-12,5,Thigh
Brandon Ingram,Concussion,2022-10-24,2022-11-04,11,Head
Brandon Ingram,Bruised Left Toe,2022-11-27,2023-01-25,59,Foot/Toe
Brandon Ingram,Sprained Right Ankle,2023-03-11,2023-03-14,3,Ankle
Brandon Ingram,Sprained Right Ankle,2022-01-23,2022-02-01,9,Ankle
Brandon Jennings,Unknown,2018-04-15,2018-04-20,5,Other/Unspecified
Brandon Jennings,Torn Left Achilles,2015-10-27,2015-12-22,56,Ankle
Brandon Jennings,Sore Left Achilles,2017-02-15,2017-02-23,8,Ankle
Brandon Jennings,Unknown,2017-03-01,2017-03-03,2,Other/Unspecified
Brandon Knight,Sore Left Knee,2020-02-07,2020-02-10,3,Knee
Brandon Knight,Sore Left Knee,2019-01-16,2019-01-21,5,Knee
Brandon Knight,Sore Left Knee,2020-01-17,2020-02-04,18,Knee
Brandon Knight,Sprained Right Ankle,2019-11-20,2019-11-22,2,Ankle
Brandon Knight,Sprained Left Ankle,2015-03-11,2015-03-25,14,Ankle
Brandon Knight,Unknown,2018-12-29,2018-12-31,2,Other/Unspecified
Brandon Knight,Left Knee Injury,2018-10-17,2018-12-13,57,Knee
Brandon Knight,Unknown,2017-04-05,2017-04-07,2,Other/Unspecified
Brandon Knight,Sprained Left Ankle,2015-03-30,2015-04-04,5,Ankle
Brandon Paul,Unknown,2017-12-26,2017-12-28,2,Other/Unspecified
Brandon Paul,Unknown,2018-01-13,2018-01-15,2,Other/Unspecified
Brandon Paul,Unknown,2018-03-03,2018-03-05,2,Other/Unspecified
Brandon Paul,Unknown,2018-04-14,2018-04-16,2,Other/Unspecified
Brandon Rush,Unknown,2015-03-27,2015-03-28,1,Other/Unspecified
Brandon Rush,Illness,2014-04-04,2014-04-06,2,General Illness
Brandon Rush,Stress Reaction In Back,2014-10-29,2014-11-01,3,Back/Spine
Brandon Rush,Unknown,2015-03-16,2015-03-18,2,Other/Unspecified
Brandon Rush,Unknown,2015-04-05,2015-04-07,2,Other/Unspecified
Brandon Rush,Toe Injury,2016-11-30,2016-12-06,6,Foot/Toe
Brandon Rush,Unknown,2015-11-11,2015-11-14,3,Other/Unspecified
Brandon Rush,Unknown,2015-11-20,2015-11-24,4,Other/Unspecified
Brandon Rush,Unknown,2016-05-26,2016-06-02,7,Other/Unspecified
Brandon Rush,Unknown,2016-11-12,2016-11-13,1,Other/Unspecified
Brandon Rush,Sprained Right Big Toe,2016-11-19,2016-11-21,2,Foot/Toe
Brandon Rush,Unknown,2015-05-03,2015-05-11,8,Other/Unspecified
